inst#,actual,predicted,error,prediction
2313,2:attack,2:attack,,1
2314,2:attack,2:attack,,1
2315,2:attack,2:attack,,1
2316,2:attack,2:attack,,1
2317,2:attack,2:attack,,1
2318,2:attack,2:attack,,1
2319,2:attack,2:attack,,1
2320,2:attack,2:attack,,1
2321,2:attack,2:attack,,1
2322,2:attack,2:attack,,1
2323,2:attack,2:attack,,1
2324,2:attack,2:attack,,1
2325,2:attack,2:attack,,1
2326,2:attack,2:attack,,1
2327,2:attack,2:attack,,1
2328,2:attack,2:attack,,1
2329,2:attack,2:attack,,1
2330,2:attack,2:attack,,1
2331,2:attack,2:attack,,1
2332,2:attack,2:attack,,1
2333,2:attack,2:attack,,1
2334,2:attack,2:attack,,1
2335,2:attack,2:attack,,1
2336,2:attack,2:attack,,0.999
2337,2:attack,2:attack,,1
2338,2:attack,2:attack,,1
2339,2:attack,2:attack,,1
2340,2:attack,2:attack,,1
2341,2:attack,2:attack,,1
2342,2:attack,2:attack,,1
2343,2:attack,2:attack,,1
2344,2:attack,2:attack,,1
2345,2:attack,2:attack,,1
2346,2:attack,2:attack,,1
2347,2:attack,2:attack,,1
2348,2:attack,2:attack,,1
2349,2:attack,2:attack,,1
2350,2:attack,2:attack,,1
2351,2:attack,2:attack,,1
2352,2:attack,2:attack,,1
2353,2:attack,2:attack,,1
2354,2:attack,2:attack,,1
2355,2:attack,2:attack,,1
2356,2:attack,2:attack,,1
2357,2:attack,2:attack,,1
2358,2:attack,2:attack,,1
2359,2:attack,2:attack,,1
2360,2:attack,2:attack,,1
2361,2:attack,2:attack,,1
2362,2:attack,2:attack,,1
2363,2:attack,2:attack,,1
2364,2:attack,2:attack,,1
2365,2:attack,2:attack,,1
2366,2:attack,2:attack,,1
2367,2:attack,2:attack,,1
2368,2:attack,2:attack,,1
2369,2:attack,2:attack,,1
2370,2:attack,2:attack,,1
2371,2:attack,2:attack,,1
2372,2:attack,2:attack,,1
2373,2:attack,2:attack,,1
2374,2:attack,2:attack,,1
2375,2:attack,2:attack,,1
2376,2:attack,2:attack,,1
2377,2:attack,2:attack,,1
2378,2:attack,2:attack,,1
2379,2:attack,2:attack,,1
2380,2:attack,2:attack,,1
2381,2:attack,2:attack,,1
2382,2:attack,2:attack,,1
2383,2:attack,2:attack,,1
2384,2:attack,2:attack,,1
2385,2:attack,2:attack,,1
2386,2:attack,2:attack,,1
2387,2:attack,2:attack,,1
2388,2:attack,2:attack,,1
2389,2:attack,2:attack,,1
2390,2:attack,2:attack,,1
2391,2:attack,2:attack,,1
2392,2:attack,2:attack,,1
2393,2:attack,2:attack,,1
2394,2:attack,2:attack,,1
2395,2:attack,2:attack,,1
2396,2:attack,2:attack,,1
2397,2:attack,2:attack,,1
2398,2:attack,2:attack,,1
2399,2:attack,2:attack,,1
2400,2:attack,2:attack,,1
2401,2:attack,2:attack,,1
2402,2:attack,2:attack,,1
2403,2:attack,2:attack,,1
2404,2:attack,2:attack,,1
2405,2:attack,2:attack,,1
2406,2:attack,2:attack,,1
2407,2:attack,2:attack,,1
2408,2:attack,2:attack,,1
2409,2:attack,2:attack,,1
2410,2:attack,2:attack,,1
2411,2:attack,2:attack,,1
2412,2:attack,2:attack,,1
2413,2:attack,2:attack,,1
2414,2:attack,2:attack,,1
2415,2:attack,2:attack,,1
2416,2:attack,2:attack,,1
2417,2:attack,2:attack,,1
2418,2:attack,2:attack,,1
2419,2:attack,2:attack,,1
2420,2:attack,2:attack,,1
2421,2:attack,2:attack,,1
2422,2:attack,2:attack,,1
2423,2:attack,2:attack,,1
2424,2:attack,2:attack,,1
2425,2:attack,2:attack,,1
2426,2:attack,2:attack,,1
2427,2:attack,2:attack,,1
2428,2:attack,2:attack,,1
2429,2:attack,2:attack,,1
2430,2:attack,2:attack,,1
2431,2:attack,2:attack,,1
2432,2:attack,2:attack,,1
2433,2:attack,2:attack,,1
2434,2:attack,2:attack,,1
2435,2:attack,2:attack,,1
2436,2:attack,2:attack,,1
2437,2:attack,2:attack,,1
2438,2:attack,2:attack,,1
2439,2:attack,2:attack,,1
2440,2:attack,2:attack,,1
2441,2:attack,2:attack,,1
2442,2:attack,2:attack,,1
2443,2:attack,2:attack,,1
2444,2:attack,2:attack,,1
2445,2:attack,2:attack,,0.997
2446,2:attack,2:attack,,1
2447,2:attack,2:attack,,1
2448,2:attack,2:attack,,1
2449,2:attack,2:attack,,1
2450,2:attack,2:attack,,1
2451,2:attack,2:attack,,1
2452,2:attack,2:attack,,1
2453,2:attack,2:attack,,1
2454,2:attack,2:attack,,1
2455,2:attack,2:attack,,1
2456,2:attack,2:attack,,1
2457,2:attack,2:attack,,1
2458,2:attack,2:attack,,1
2459,2:attack,2:attack,,1
2460,2:attack,2:attack,,1
2461,2:attack,2:attack,,1
2462,2:attack,2:attack,,1
2463,2:attack,2:attack,,1
2464,2:attack,2:attack,,1
2465,2:attack,2:attack,,1
2466,2:attack,2:attack,,1
2467,2:attack,2:attack,,1
2468,2:attack,2:attack,,0.532
2469,2:attack,2:attack,,1
2470,2:attack,2:attack,,1
2471,2:attack,2:attack,,1
2472,2:attack,2:attack,,1
2473,2:attack,2:attack,,1
2474,2:attack,2:attack,,1
2475,2:attack,2:attack,,1
2476,2:attack,2:attack,,1
2477,2:attack,2:attack,,1
2478,2:attack,2:attack,,1
2479,2:attack,2:attack,,1
2480,2:attack,2:attack,,1
2481,2:attack,2:attack,,1
2482,2:attack,2:attack,,1
2483,2:attack,2:attack,,1
2484,2:attack,2:attack,,1
2485,2:attack,2:attack,,1
2486,2:attack,2:attack,,1
2487,2:attack,2:attack,,1
2488,2:attack,2:attack,,1
2489,2:attack,2:attack,,1
2490,2:attack,2:attack,,1
2491,2:attack,2:attack,,1
2492,2:attack,2:attack,,1
2493,2:attack,2:attack,,1
2494,2:attack,2:attack,,1
2495,2:attack,2:attack,,1
2496,2:attack,2:attack,,1
2497,2:attack,2:attack,,1
2498,2:attack,2:attack,,1
2499,2:attack,2:attack,,1
2500,2:attack,2:attack,,1
2501,2:attack,2:attack,,1
2502,2:attack,2:attack,,1
2503,2:attack,2:attack,,1
2504,2:attack,2:attack,,1
2505,2:attack,2:attack,,1
2506,2:attack,2:attack,,1
2507,2:attack,2:attack,,0.983
2508,2:attack,2:attack,,1
2509,2:attack,2:attack,,1
2510,2:attack,2:attack,,1
2511,2:attack,2:attack,,1
2512,2:attack,2:attack,,1
2513,2:attack,2:attack,,1
2514,2:attack,2:attack,,1
2515,2:attack,2:attack,,1
2516,2:attack,2:attack,,1
2517,2:attack,2:attack,,1
2518,2:attack,2:attack,,1
2519,2:attack,2:attack,,1
2520,2:attack,2:attack,,1
2521,2:attack,2:attack,,1
2522,2:attack,2:attack,,1
2523,2:attack,2:attack,,1
2524,2:attack,2:attack,,1
2525,2:attack,2:attack,,1
2526,2:attack,2:attack,,1
2527,2:attack,2:attack,,1
2528,2:attack,2:attack,,1
2529,2:attack,2:attack,,1
2530,2:attack,2:attack,,1
2531,2:attack,2:attack,,1
2532,2:attack,2:attack,,1
2533,2:attack,2:attack,,1
2534,2:attack,2:attack,,1
2535,2:attack,2:attack,,1
2536,2:attack,2:attack,,1
2537,2:attack,2:attack,,1
2538,2:attack,2:attack,,1
2539,2:attack,2:attack,,1
2540,2:attack,2:attack,,1
2541,2:attack,2:attack,,1
2542,2:attack,2:attack,,1
2543,2:attack,2:attack,,1
2544,2:attack,2:attack,,1
2545,2:attack,2:attack,,1
2546,2:attack,2:attack,,1
2547,2:attack,2:attack,,1
2548,2:attack,2:attack,,1
2549,2:attack,2:attack,,1
2550,2:attack,2:attack,,1
2551,2:attack,2:attack,,1
2552,2:attack,2:attack,,1
2553,2:attack,2:attack,,1
2554,2:attack,2:attack,,1
2555,2:attack,2:attack,,1
2556,2:attack,1:normal.,+,0.894
2557,2:attack,2:attack,,1
2558,2:attack,2:attack,,1
2559,2:attack,2:attack,,1
2560,2:attack,2:attack,,1
2561,2:attack,2:attack,,1
2562,2:attack,2:attack,,1
2563,2:attack,2:attack,,1
2564,2:attack,2:attack,,1
2565,2:attack,2:attack,,1
2566,2:attack,2:attack,,1
2567,2:attack,2:attack,,1
2568,2:attack,2:attack,,1
2569,2:attack,2:attack,,1
2570,2:attack,2:attack,,1
2571,2:attack,2:attack,,1
2572,2:attack,2:attack,,1
2573,2:attack,2:attack,,1
2574,2:attack,2:attack,,1
2575,2:attack,2:attack,,1
2576,2:attack,2:attack,,1
2577,2:attack,2:attack,,1
2578,2:attack,2:attack,,1
2579,2:attack,2:attack,,1
2580,2:attack,2:attack,,1
2581,2:attack,2:attack,,1
2582,2:attack,2:attack,,1
2583,2:attack,2:attack,,1
2584,2:attack,2:attack,,1
2585,2:attack,2:attack,,1
2586,2:attack,2:attack,,1
2587,2:attack,2:attack,,1
2588,2:attack,2:attack,,1
2589,2:attack,2:attack,,1
2590,2:attack,2:attack,,0.983
2591,2:attack,2:attack,,1
2592,2:attack,2:attack,,1
2593,2:attack,2:attack,,1
2594,2:attack,2:attack,,1
2595,2:attack,2:attack,,1
2596,2:attack,2:attack,,1
2597,2:attack,2:attack,,0.878
2598,2:attack,2:attack,,1
2599,2:attack,2:attack,,1
2600,2:attack,2:attack,,1
2601,2:attack,2:attack,,1
2602,2:attack,2:attack,,1
2603,2:attack,2:attack,,1
2604,2:attack,2:attack,,1
2605,2:attack,2:attack,,1
2606,2:attack,2:attack,,1
2607,2:attack,2:attack,,1
2608,2:attack,2:attack,,1
2609,2:attack,2:attack,,1
2610,2:attack,2:attack,,1
2611,2:attack,2:attack,,1
2612,2:attack,2:attack,,1
2613,2:attack,2:attack,,1
2614,2:attack,2:attack,,1
2615,2:attack,2:attack,,1
2616,2:attack,2:attack,,1
2617,2:attack,2:attack,,1
2618,2:attack,2:attack,,1
2619,2:attack,2:attack,,1
2620,2:attack,2:attack,,1
2621,2:attack,2:attack,,1
2622,2:attack,2:attack,,1
2623,2:attack,2:attack,,1
2624,2:attack,2:attack,,1
2625,2:attack,2:attack,,1
2626,2:attack,2:attack,,1
2627,2:attack,1:normal.,+,0.894
2628,2:attack,2:attack,,1
2629,2:attack,2:attack,,1
2630,2:attack,2:attack,,1
2631,2:attack,2:attack,,1
2632,2:attack,2:attack,,1
2633,2:attack,2:attack,,1
2634,2:attack,2:attack,,1
2635,2:attack,2:attack,,1
2636,2:attack,2:attack,,1
2637,2:attack,2:attack,,1
2638,2:attack,2:attack,,1
2639,2:attack,2:attack,,1
2640,2:attack,2:attack,,1
2641,2:attack,2:attack,,1
2642,2:attack,2:attack,,1
2643,2:attack,2:attack,,1
2644,2:attack,2:attack,,1
2645,2:attack,2:attack,,1
2646,2:attack,2:attack,,1
2647,2:attack,2:attack,,1
2648,2:attack,2:attack,,1
2649,2:attack,2:attack,,1
2650,2:attack,2:attack,,1
2651,2:attack,2:attack,,1
2652,2:attack,2:attack,,1
2653,2:attack,2:attack,,1
2654,2:attack,2:attack,,1
2655,2:attack,2:attack,,1
2656,2:attack,2:attack,,1
2657,2:attack,2:attack,,1
2658,2:attack,2:attack,,1
2659,2:attack,2:attack,,1
2660,2:attack,2:attack,,1
2661,2:attack,2:attack,,1
2662,2:attack,2:attack,,1
2663,2:attack,2:attack,,1
2664,2:attack,2:attack,,1
2665,2:attack,2:attack,,1
2666,2:attack,2:attack,,1
2667,2:attack,2:attack,,1
2668,2:attack,2:attack,,1
2669,2:attack,2:attack,,1
2670,2:attack,2:attack,,1
2671,2:attack,2:attack,,1
2672,2:attack,2:attack,,1
2673,2:attack,2:attack,,1
2674,2:attack,2:attack,,1
2675,2:attack,2:attack,,1
2676,2:attack,2:attack,,1
2677,2:attack,2:attack,,1
2678,2:attack,2:attack,,1
2679,2:attack,2:attack,,1
2680,2:attack,2:attack,,1
2681,2:attack,2:attack,,1
2682,2:attack,2:attack,,0.999
2683,2:attack,2:attack,,1
2684,2:attack,2:attack,,1
2685,2:attack,2:attack,,1
2686,2:attack,2:attack,,1
2687,2:attack,2:attack,,1
2688,2:attack,2:attack,,1
2689,2:attack,2:attack,,1
2690,2:attack,2:attack,,1
2691,2:attack,2:attack,,1
2692,2:attack,2:attack,,1
2693,2:attack,2:attack,,1
2694,2:attack,2:attack,,1
2695,2:attack,2:attack,,1
2696,2:attack,2:attack,,1
2697,2:attack,2:attack,,1
2698,2:attack,2:attack,,1
2699,2:attack,2:attack,,1
2700,2:attack,2:attack,,1
2701,2:attack,2:attack,,1
2702,2:attack,2:attack,,1
2703,2:attack,2:attack,,1
2704,2:attack,2:attack,,1
2705,2:attack,2:attack,,1
2706,2:attack,2:attack,,1
2707,2:attack,2:attack,,1
2708,2:attack,2:attack,,1
2709,2:attack,2:attack,,1
2710,2:attack,2:attack,,1
2711,2:attack,2:attack,,1
2712,2:attack,2:attack,,1
2713,2:attack,2:attack,,1
2714,2:attack,2:attack,,1
2715,2:attack,2:attack,,1
2716,2:attack,2:attack,,1
2717,2:attack,2:attack,,1
2718,2:attack,2:attack,,1
2719,2:attack,2:attack,,1
2720,2:attack,2:attack,,1
2721,2:attack,2:attack,,1
2722,2:attack,2:attack,,1
2723,2:attack,2:attack,,1
2724,2:attack,2:attack,,1
2725,2:attack,2:attack,,1
2726,2:attack,2:attack,,1
2727,2:attack,2:attack,,1
2728,2:attack,2:attack,,1
2729,2:attack,2:attack,,1
2730,2:attack,2:attack,,1
2731,2:attack,2:attack,,1
2732,2:attack,2:attack,,1
2733,2:attack,2:attack,,1
2734,2:attack,2:attack,,1
2735,2:attack,2:attack,,1
2736,2:attack,2:attack,,1
2737,2:attack,2:attack,,1
2738,2:attack,2:attack,,1
2739,2:attack,2:attack,,1
2740,2:attack,2:attack,,1
2741,2:attack,2:attack,,1
2742,2:attack,2:attack,,1
2743,2:attack,2:attack,,1
2744,2:attack,2:attack,,1
2745,2:attack,2:attack,,1
2746,2:attack,2:attack,,1
2747,2:attack,2:attack,,1
2748,2:attack,2:attack,,1
2749,2:attack,2:attack,,1
2750,2:attack,2:attack,,1
2751,2:attack,2:attack,,1
2752,2:attack,2:attack,,0.983
2753,2:attack,2:attack,,1
2754,2:attack,2:attack,,1
2755,2:attack,2:attack,,1
2756,2:attack,2:attack,,1
2757,2:attack,2:attack,,1
2758,2:attack,2:attack,,1
2759,2:attack,2:attack,,1
2760,2:attack,2:attack,,1
2761,2:attack,2:attack,,1
2762,2:attack,2:attack,,1
2763,2:attack,2:attack,,1
2764,2:attack,2:attack,,1
2765,2:attack,2:attack,,1
2766,2:attack,2:attack,,1
2767,2:attack,2:attack,,1
2768,2:attack,2:attack,,1
2769,2:attack,2:attack,,1
2770,2:attack,2:attack,,1
2771,2:attack,2:attack,,1
2772,2:attack,2:attack,,1
2773,2:attack,2:attack,,1
2774,2:attack,2:attack,,1
2775,2:attack,2:attack,,1
2776,2:attack,2:attack,,1
2777,2:attack,2:attack,,1
2778,2:attack,2:attack,,1
2779,2:attack,2:attack,,1
2780,2:attack,2:attack,,1
2781,2:attack,2:attack,,1
2782,2:attack,2:attack,,1
2783,2:attack,2:attack,,1
2784,2:attack,2:attack,,1
2785,2:attack,2:attack,,1
2786,2:attack,2:attack,,1
2787,2:attack,2:attack,,1
2788,2:attack,2:attack,,1
2789,2:attack,2:attack,,1
2790,2:attack,2:attack,,1
2791,2:attack,2:attack,,1
2792,2:attack,2:attack,,1
2793,2:attack,2:attack,,1
2794,2:attack,2:attack,,1
2795,2:attack,2:attack,,1
2796,2:attack,2:attack,,1
2797,2:attack,2:attack,,1
2798,2:attack,2:attack,,1
2799,2:attack,2:attack,,1
2800,2:attack,2:attack,,0.997
2801,2:attack,2:attack,,1
2802,2:attack,2:attack,,1
2803,2:attack,2:attack,,1
2804,2:attack,2:attack,,1
2805,2:attack,2:attack,,1
2806,2:attack,2:attack,,1
2807,2:attack,2:attack,,1
2808,2:attack,2:attack,,1
2809,2:attack,2:attack,,1
2810,2:attack,2:attack,,1
2811,2:attack,2:attack,,1
2812,2:attack,2:attack,,1
2813,2:attack,2:attack,,1
2814,2:attack,2:attack,,1
2815,2:attack,2:attack,,1
2816,2:attack,2:attack,,1
2817,2:attack,2:attack,,1
2818,2:attack,2:attack,,1
2819,2:attack,2:attack,,1
2820,2:attack,2:attack,,1
2821,2:attack,2:attack,,1
2822,2:attack,2:attack,,1
2823,2:attack,2:attack,,1
2824,2:attack,2:attack,,1
2825,2:attack,2:attack,,1
2826,2:attack,2:attack,,1
2827,2:attack,2:attack,,1
2828,2:attack,2:attack,,1
2829,2:attack,2:attack,,1
2830,2:attack,2:attack,,1
2831,2:attack,2:attack,,1
2832,2:attack,2:attack,,1
2833,2:attack,2:attack,,1
2834,2:attack,2:attack,,1
2835,2:attack,2:attack,,1
2836,2:attack,2:attack,,1
2837,2:attack,2:attack,,1
2838,2:attack,2:attack,,1
2839,2:attack,2:attack,,1
2840,2:attack,2:attack,,1
2841,2:attack,2:attack,,1
2842,2:attack,2:attack,,1
2843,2:attack,2:attack,,1
2844,2:attack,2:attack,,1
2845,2:attack,2:attack,,1
2846,2:attack,2:attack,,1
2847,2:attack,2:attack,,1
2848,2:attack,2:attack,,1
2849,2:attack,2:attack,,1
2850,2:attack,2:attack,,1
2851,2:attack,2:attack,,1
2852,2:attack,2:attack,,1
2853,2:attack,2:attack,,1
2854,2:attack,2:attack,,1
2855,2:attack,2:attack,,1
2856,2:attack,2:attack,,1
2857,2:attack,2:attack,,1
2858,2:attack,2:attack,,1
2859,2:attack,2:attack,,1
2860,2:attack,2:attack,,1
2861,2:attack,2:attack,,1
2862,2:attack,2:attack,,1
2863,2:attack,2:attack,,1
2864,2:attack,2:attack,,1
2865,2:attack,2:attack,,1
2866,2:attack,2:attack,,1
2867,2:attack,2:attack,,1
2868,2:attack,2:attack,,1
2869,2:attack,2:attack,,1
2870,2:attack,2:attack,,1
2871,2:attack,2:attack,,1
2872,2:attack,2:attack,,1
2873,2:attack,2:attack,,1
2874,2:attack,2:attack,,1
2875,2:attack,2:attack,,1
2876,2:attack,2:attack,,1
2877,2:attack,2:attack,,1
2878,2:attack,2:attack,,1
2879,2:attack,2:attack,,1
2880,2:attack,2:attack,,1
2881,2:attack,2:attack,,1
2882,2:attack,2:attack,,1
2883,2:attack,2:attack,,1
2884,2:attack,2:attack,,1
2885,2:attack,2:attack,,1
2886,2:attack,2:attack,,1
2887,2:attack,2:attack,,1
2888,2:attack,2:attack,,1
2889,2:attack,2:attack,,1
2890,2:attack,2:attack,,1
2891,2:attack,2:attack,,1
2892,2:attack,2:attack,,1
2893,2:attack,2:attack,,1
2894,2:attack,2:attack,,1
2895,2:attack,2:attack,,1
2896,2:attack,2:attack,,1
2897,2:attack,2:attack,,1
2898,2:attack,2:attack,,1
2899,2:attack,2:attack,,1
2900,2:attack,2:attack,,1
2901,2:attack,2:attack,,1
2902,2:attack,2:attack,,1
2903,2:attack,2:attack,,1
2904,2:attack,2:attack,,1
2905,2:attack,2:attack,,1
2906,2:attack,2:attack,,1
2907,2:attack,2:attack,,1
2908,2:attack,2:attack,,1
2909,2:attack,2:attack,,1
2910,2:attack,2:attack,,1
2911,2:attack,2:attack,,1
2912,2:attack,2:attack,,1
2913,2:attack,2:attack,,1
2914,2:attack,2:attack,,1
2915,2:attack,2:attack,,1
2916,2:attack,2:attack,,1
2917,2:attack,2:attack,,1
2918,2:attack,2:attack,,1
2919,2:attack,2:attack,,1
2920,2:attack,2:attack,,1
2921,2:attack,2:attack,,1
2922,2:attack,2:attack,,1
2923,2:attack,2:attack,,1
2924,2:attack,2:attack,,1
2925,2:attack,2:attack,,1
2926,2:attack,2:attack,,1
2927,2:attack,2:attack,,1
2928,2:attack,2:attack,,1
2929,2:attack,2:attack,,1
2930,2:attack,2:attack,,1
2931,2:attack,2:attack,,1
2932,2:attack,2:attack,,1
2933,2:attack,2:attack,,1
2934,2:attack,2:attack,,1
2935,2:attack,2:attack,,1
2936,2:attack,2:attack,,0.874
2937,2:attack,2:attack,,1
2938,2:attack,2:attack,,1
2939,2:attack,2:attack,,1
2940,2:attack,2:attack,,1
2941,2:attack,2:attack,,1
2942,2:attack,2:attack,,1
2943,2:attack,2:attack,,0.997
2944,2:attack,2:attack,,1
2945,2:attack,2:attack,,1
2946,2:attack,2:attack,,1
2947,2:attack,2:attack,,1
2948,2:attack,2:attack,,1
2949,2:attack,2:attack,,1
2950,2:attack,2:attack,,1
2951,2:attack,2:attack,,1
2952,2:attack,2:attack,,1
2953,2:attack,2:attack,,1
2954,2:attack,2:attack,,1
2955,2:attack,2:attack,,1
2956,2:attack,2:attack,,1
2957,2:attack,2:attack,,1
2958,2:attack,2:attack,,1
2959,2:attack,2:attack,,1
2960,2:attack,2:attack,,1
2961,2:attack,2:attack,,1
2962,2:attack,2:attack,,1
2963,2:attack,2:attack,,1
2964,2:attack,2:attack,,1
2965,2:attack,2:attack,,1
2966,2:attack,2:attack,,1
2967,2:attack,2:attack,,1
2968,2:attack,2:attack,,1
2969,2:attack,2:attack,,1
2970,2:attack,2:attack,,1
2971,2:attack,2:attack,,1
2972,2:attack,2:attack,,1
2973,2:attack,2:attack,,1
2974,2:attack,2:attack,,1
2975,2:attack,2:attack,,1
2976,2:attack,2:attack,,1
2977,2:attack,2:attack,,1
2978,2:attack,2:attack,,1
2979,2:attack,2:attack,,1
2980,2:attack,2:attack,,1
2981,2:attack,2:attack,,1
2982,2:attack,2:attack,,1
2983,2:attack,2:attack,,1
2984,2:attack,2:attack,,1
2985,2:attack,2:attack,,1
2986,2:attack,2:attack,,1
2987,2:attack,2:attack,,1
2988,2:attack,2:attack,,1
2989,2:attack,2:attack,,1
2990,2:attack,2:attack,,1
2991,2:attack,2:attack,,1
2992,2:attack,2:attack,,1
2993,2:attack,2:attack,,1
2994,2:attack,2:attack,,1
2995,2:attack,2:attack,,1
2996,2:attack,2:attack,,1
2997,2:attack,2:attack,,0.991
2998,2:attack,2:attack,,1
2999,2:attack,2:attack,,1
3000,2:attack,2:attack,,1
3001,2:attack,2:attack,,1
3002,2:attack,2:attack,,1
3003,2:attack,2:attack,,1
3004,2:attack,2:attack,,1
3005,2:attack,2:attack,,1
3006,2:attack,2:attack,,1
3007,2:attack,2:attack,,1
3008,2:attack,2:attack,,1
3009,2:attack,2:attack,,1
3010,2:attack,2:attack,,1
3011,2:attack,2:attack,,1
3012,2:attack,2:attack,,1
3013,2:attack,2:attack,,1
3014,2:attack,2:attack,,1
3015,2:attack,2:attack,,1
3016,2:attack,2:attack,,1
3017,2:attack,2:attack,,1
3018,2:attack,2:attack,,1
3019,2:attack,2:attack,,1
3020,2:attack,2:attack,,1
3021,2:attack,2:attack,,1
3022,2:attack,2:attack,,1
3023,2:attack,2:attack,,1
3024,2:attack,2:attack,,1
3025,2:attack,2:attack,,1
3026,2:attack,2:attack,,1
3027,2:attack,2:attack,,1
3028,2:attack,2:attack,,1
3029,2:attack,2:attack,,1
3030,2:attack,2:attack,,0.897
3031,2:attack,2:attack,,1
3032,2:attack,2:attack,,1
3033,2:attack,2:attack,,1
3034,2:attack,2:attack,,0.983
3035,2:attack,2:attack,,1
3036,2:attack,2:attack,,1
3037,2:attack,2:attack,,1
3038,2:attack,2:attack,,1
3039,2:attack,2:attack,,1
3040,2:attack,2:attack,,1
3041,2:attack,2:attack,,1
3042,2:attack,2:attack,,1
3043,2:attack,2:attack,,1
3044,2:attack,2:attack,,1
3045,2:attack,2:attack,,1
3046,2:attack,2:attack,,1
3047,2:attack,2:attack,,1
3048,2:attack,2:attack,,1
3049,2:attack,2:attack,,1
3050,2:attack,2:attack,,1
3051,2:attack,2:attack,,1
3052,2:attack,2:attack,,1
3053,2:attack,2:attack,,1
3054,2:attack,2:attack,,1
3055,2:attack,2:attack,,1
3056,2:attack,2:attack,,1
3057,2:attack,2:attack,,1
3058,2:attack,2:attack,,1
3059,2:attack,2:attack,,1
3060,2:attack,2:attack,,1
3061,2:attack,2:attack,,1
3062,2:attack,2:attack,,1
3063,2:attack,2:attack,,1
3064,2:attack,2:attack,,1
3065,2:attack,2:attack,,1
3066,2:attack,2:attack,,1
3067,2:attack,2:attack,,1
3068,2:attack,2:attack,,1
3069,2:attack,2:attack,,1
3070,2:attack,2:attack,,1
3071,2:attack,2:attack,,1
3072,2:attack,2:attack,,1
3073,2:attack,2:attack,,1
3074,2:attack,2:attack,,1
3075,2:attack,2:attack,,1
3076,2:attack,2:attack,,1
3077,2:attack,2:attack,,1
3078,2:attack,2:attack,,1
3079,2:attack,2:attack,,1
3080,2:attack,2:attack,,1
3081,2:attack,2:attack,,1
3082,2:attack,2:attack,,1
3083,2:attack,2:attack,,1
3084,2:attack,2:attack,,1
3085,2:attack,2:attack,,1
3086,2:attack,2:attack,,1
3087,2:attack,2:attack,,1
3088,2:attack,2:attack,,1
3089,2:attack,2:attack,,1
3090,2:attack,2:attack,,1
3091,2:attack,2:attack,,1
3092,2:attack,2:attack,,1
3093,2:attack,2:attack,,1
3094,2:attack,2:attack,,1
3095,2:attack,2:attack,,1
3096,2:attack,2:attack,,1
3097,2:attack,2:attack,,1
3098,2:attack,2:attack,,1
3099,2:attack,2:attack,,1
3100,2:attack,2:attack,,1
3101,2:attack,2:attack,,1
3102,2:attack,2:attack,,1
3103,2:attack,2:attack,,1
3104,2:attack,2:attack,,1
3105,2:attack,2:attack,,1
3106,2:attack,2:attack,,1
3107,2:attack,2:attack,,1
3108,2:attack,2:attack,,1
3109,2:attack,2:attack,,1
3110,2:attack,2:attack,,1
3111,2:attack,2:attack,,1
3112,2:attack,2:attack,,1
3113,2:attack,2:attack,,1
3114,2:attack,2:attack,,1
3115,2:attack,2:attack,,1
3116,2:attack,2:attack,,1
3117,2:attack,2:attack,,1
3118,2:attack,2:attack,,1
3119,2:attack,2:attack,,1
3120,2:attack,2:attack,,1
3121,2:attack,2:attack,,1
3122,2:attack,2:attack,,1
3123,2:attack,1:normal.,+,0.895
3124,2:attack,2:attack,,1
3125,2:attack,2:attack,,1
3126,2:attack,2:attack,,1
3127,2:attack,2:attack,,1
3128,2:attack,2:attack,,1
3129,2:attack,2:attack,,1
3130,2:attack,2:attack,,1
3131,2:attack,2:attack,,1
3132,2:attack,2:attack,,1
3133,2:attack,2:attack,,1
3134,2:attack,2:attack,,1
3135,2:attack,2:attack,,1
3136,2:attack,2:attack,,1
3137,2:attack,2:attack,,1
3138,2:attack,2:attack,,1
3139,2:attack,2:attack,,1
3140,2:attack,2:attack,,1
3141,2:attack,2:attack,,1
3142,2:attack,2:attack,,1
3143,2:attack,2:attack,,1
3144,2:attack,2:attack,,1
3145,2:attack,2:attack,,1
3146,2:attack,2:attack,,1
3147,2:attack,2:attack,,1
3148,2:attack,2:attack,,1
3149,2:attack,2:attack,,1
3150,2:attack,2:attack,,1
3151,2:attack,2:attack,,1
3152,2:attack,2:attack,,1
3153,2:attack,2:attack,,1
3154,2:attack,2:attack,,1
3155,2:attack,2:attack,,1
3156,2:attack,2:attack,,1
3157,2:attack,2:attack,,1
3158,2:attack,2:attack,,1
3159,2:attack,2:attack,,1
3160,2:attack,2:attack,,1
3161,2:attack,2:attack,,1
3162,2:attack,2:attack,,1
3163,2:attack,2:attack,,1
3164,2:attack,2:attack,,1
3165,2:attack,2:attack,,1
3166,2:attack,2:attack,,1
3167,2:attack,2:attack,,1
3168,2:attack,2:attack,,1
3169,2:attack,2:attack,,1
3170,2:attack,2:attack,,1
3171,2:attack,2:attack,,1
3172,2:attack,2:attack,,1
3173,2:attack,2:attack,,1
3174,2:attack,2:attack,,1
3175,2:attack,2:attack,,1
3176,2:attack,2:attack,,1
3177,2:attack,2:attack,,1
3178,2:attack,2:attack,,1
3179,2:attack,2:attack,,1
3180,2:attack,2:attack,,1
3181,2:attack,2:attack,,1
3182,2:attack,2:attack,,1
3183,2:attack,2:attack,,1
